ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,xd_ids,Original_Name,Glottolog_Name
G34_Nguungulu,G34_Nguungulu,,-5.79734,37.6823,ngul1246,,xd122,G34_Nguungulu,Ngulu
G35_Luguru,G35_Luguru,,-6.86828,37.5557,lugu1238,,xd81,G35_Luguru,Luguru
G36_Kami,G36_Kami,,-6.71075,37.98,kami1256,,,G36_Kami,Kami (Tanzania)
G37_Kutu,G37_Kutu,,-7.23789,37.8623,kutu1263,,,G37_Kutu,Kutu
G39_Saghala,G39_Saghala,,-6.98537,36.9153,saga1256,,,G39_Saghala,Sagala
G401_Mwani,G401_Mwani,,-12.5821,40.4601,mwan1247,,,G401_Mwani,Mwani
G41_Bajuni,G41_Bajuni,,-8.25605,37.624,swah1253,,,G41_Bajuni,Swahili
G412_Mwiini,G412_Mwiini,,1.111787,44.026991,chim1312,,,G412_Mwiini,Chimwiini
G42_Swahili,G42_Swahili,,-8.25605,37.624,swah1253,,,G42_Swahili,Swahili
G42a_Amu,G42a_Amu,,-8.25605,37.624,swah1253,,,G42a_Amu,Swahili
G42d_Unguja,G42d_Unguja,,-8.25605,37.624,swah1253,,,G42d_Unguja,Swahili
G43_Kae,G43_Kae,,-8.25605,37.624,swah1253,,,G43_Kae,Swahili
G44a_Ngazija,G44a_Ngazija,,-11.6129,43.36,ngaz1238,,,G44a_Ngazija,Ngazidja Comorian
G44b_Ndzwani,G44b_Ndzwani,,-12.2123,44.3709,ndzw1235,,,G44b_Ndzwani,Ndzwani Comorian
G44D_Maore,G44D_Maore,,-12.830306,45.154942,maor1244,,,G44D_Maore,Maore Comorian
G51_Pogoro,G51_Pogoro,,-8.72283,36.4148,pogo1243,,,G51_Pogoro,Pogolo
G52_Ndamba,G52_Ndamba,,-8.40485,36.0271,ndam1239,,,G52_Ndamba,Ndamba
G61_Sangu,G61_Sangu,,-8.4,33.9,sang1330,,xd91,G61_Sangu,Sangu (Tanzania)
G62_Hehe,G62_Hehe,,-7.71572,35.7255,hehe1240,,xd125,G62_Hehe,Hehe
G63_Bena,G63_Bena,,-9.26671,35.0364,bena1262,,xd78,G63_Bena,Bena (Tanzania)
G64_Pangwa,G64_Pangwa,,-9.96782,34.8039,pang1287,,,G64_Pangwa,Pangwa
G65_Kinga,G65_Kinga,,-9.35868,34.2321,nucl1379,,,G65_Kinga,Kinga
G66_Wanji,G66_Wanji,,-9.00683,34.0757,vwan1235,,,G66_Wanji,Vwanji
H11_Beembe,H11_Beembe,,-3.95895,14.1,beem1239,,,H11_Beembe,Beembe
H111_Hangala,H111_Hangala,,-4.25,14.9,laar1238,,,H111_Hangala,Laari
H12_Civili_Congo,H12_Civili_Congo,,-4.06716,11.3804,vili1238,,,H12_Civili_Congo,Vili
H13_Kikunyi_1989,H13_Kikunyi_1989,,-3.69702,12.5197,kuny1238,,,H13_Kikunyi_1989,Kunyi
H131_Kisundi_Congo_Kimongo_1988,H131_Kisundi_Congo_Kimongo_1988,,-4.58488,13.3212,suun1239,,xd42,H131_Kisundi_Congo_Kimongo_1988,Suundi
H16_Cilinji,H16_Cilinji,,-5.1263,12.9657,yomb1244,,,H16_Cilinji,Yombe
H16_Cimbala,H16_Cimbala,,-5.1263,12.9657,yomb1244,,,H16_Cimbala,Yombe
H16_Cizobe,H16_Cizobe,,-5.1263,12.9657,yomb1244,,,H16_Cizobe,Yombe
H16_Kikongo,H16_Kikongo,,-5.57722,14.4771,koon1244,,,H16_Kikongo,South-Central Koongo
H16_Kimbata_Ngidinga,H16_Kimbata_Ngidinga,,-5.25,15.5,east2782,,,H16_Kimbata_Ngidinga,Eastern Kikongo
H16_Kimbeko,H16_Kimbeko,,-5.25,15.5,east2782,,,H16_Kimbeko,Eastern Kikongo
H16a_Kisikongo_2013,H16a_Kisikongo_2013,,-5.57722,14.4771,koon1244,,xd38,H16a_Kisikongo_2013,South-Central Koongo
H16a_Kisolongo_DRC_2012,H16a_Kisolongo_DRC_2012,,-5.57722,14.4771,koon1244,,,H16a_Kisolongo_DRC_2012,South-Central Koongo
H16b_Kindibu_2013,H16b_Kindibu_2013,,-5.57722,14.4771,koon1244,,,H16b_Kindibu_2013,South-Central Koongo
H16c_Kiyombe_DRC_1982,H16c_Kiyombe_DRC_1982,,-5.1263,12.9657,yomb1244,,,H16c_Kiyombe_DRC_1982,Yombe
H16c_Yombe,H16c_Yombe,,-4.06716,11.3804,vili1238,,xd74,H16c_Yombe,Vili
H16d_Ciwoyo_DRC_2012,H16d_Ciwoyo_DRC_2012,,-5.7114,12.5372,sans1272,,,H16d_Ciwoyo_DRC_2012,San Salvador Kongo
H16f_Laadi,H16f_Laadi,,-4.25,14.9,laar1238,,,H16f_Laadi,Laari
H16g_Kimpangu_2012,H16g_Kimpangu_2012,,-5.25,15.5,east2782,,,H16g_Kimpangu_2012,Eastern Kikongo
H16g_Ntandu,H16g_Ntandu,,-5.25,15.5,east2782,,,H16g_Ntandu,Eastern Kikongo
H16h_Kinkanu_2012,H16h_Kinkanu_2012,,-5.25,15.5,east2782,,,H16h_Kinkanu_2012,Eastern Kikongo
H21a_Kimbundu,H21a_Kimbundu,,-8.97835,14.8893,kimb1241,,,H21a_Kimbundu,Kimbundu
H31_Yaka,H31_Yaka,,-5.984,16.775,yaka1269,,xd45,H31_Yaka,Yaka-Pelende-Lonzo
H32_Suku,H32_Suku,,-5.76495,17.7736,suku1259,,xd41,H32_Suku,Suku
H321_Soonde,H321_Soonde,,-6.32223,18.3555,sond1250,,xd54,H321_Soonde,Sonde
H41_Mbala,H41_Mbala,,-5.11888,18.041,mbal1257,,xd39,H41_Mbala,Mbala
H42_Hunganna,H42_Hunganna,,-3.69695,18.4312,hung1278,,,H42_Hunganna,Hungan
JD53_Shi,JD53_Shi,,-2.55777,28.6122,shii1238,,xd131,JD53_Shi,Shi
JD62_Rundi,JD62_Rundi,,-2.94,29.97,rund1242,,xd184,JD62_Rundi,Rundi
JD64_Shubi,JD64_Shubi,,-2.97663,31.0681,shub1238,,,JD64_Shubi,Shubi
JD65_Hangaza,JD65_Hangaza,,-2.52347,30.7074,hang1260,,,JD65_Hangaza,Hangaza
JD66_Kiha,JD66_Kiha,,-3.77873,30.4894,haaa1252,,xd132,JD66_Kiha,Ha
JD67_Kivinza,JD67_Kivinza,,-4.99312,30.5699,vinz1238,,,JD67_Kivinza,Vinza
JE11_Runyoro,JE11_Runyoro,,0.95294,31.3493,nyor1246,,xd87,JE11_Runyoro,Nyoro
JE12_Rutooro,JE12_Rutooro,,0.57291,30.6389,toor1238,,xd118,JE12_Rutooro,Tooro
JE13_Runyankore,JE13_Runyankore,,-0.46364,30.548,nyan1307,,,JE13_Runyankore,Nyankole
JE14_Rukiga,JE14_Rukiga,,-1.04387,29.9122,chig1238,,,JE14_Rukiga,Chiga
JE15_Luganda,JE15_Luganda,,0.66884,32.15153,gand1255,,xd124,JE15_Luganda,Ganda
JE16_Lusoga,JE16_Lusoga,,0.40456,33.3942,soga1242,,xd116,JE16_Lusoga,Soga
JE17_Gwere,JE17_Gwere,,1.11392,33.8227,gwer1238,,,JE17_Gwere,Gwere
JE21_Runyambo,JE21_Runyambo,,-1.6096,30.9156,nyam1277,,,JE21_Runyambo,Nyambo
JE22_Haya,JE22_Haya,,-1.70878,31.4846,haya1250,,xd112,JE22_Haya,Haya
JE23_Zinza,JE23_Zinza,,-2.64132,32.1755,zinz1238,,xd119,JE23_Zinza,Zinza
JE24_Kerebe,JE24_Kerebe,,-2.09315,33.5326,kere1283,,xd113,JE24_Kerebe,Kerewe
JE25_Jita,JE25_Jita,,-1.62681,33.9141,jita1239,,,JE25_Jita,Jita
JE25_Kilegi,JE25_Kilegi,,-1.83511,33.0488,kara1481,,,JE25_Kilegi,Kara (Tanzania)
JE25_Mkwaya,JE25_Mkwaya,,-1.80737,33.71,kway1241,,,JE25_Mkwaya,Kwaya
JE31_Lumasaaba,JE31_Lumasaaba,,1.05906,34.2829,masa1299,,xd126,JE31_Lumasaaba,Masaaba
JE31c_Bukusu,JE31c_Bukusu,,0.68043,34.7719,buku1249,,xd111,JE31c_Bukusu,Bukusu
JE32_Luyia,JE32_Luyia,,0.3652,34.0335,saam1283,,,JE32_Luyia,Saamia
JE34_Samialugwe,JE34_Samialugwe,,0.3652,34.0335,saam1283,,,JE34_Samialugwe,Saamia
JE401_Ngoreme,JE401_Ngoreme,,-1.8485,34.6173,ngur1263,,,JE401_Ngoreme,Ngoreme
JE402_Ikizu,JE402_Ikizu,,-1.9915,34.3589,ikiz1238,,,JE402_Ikizu,Ikizu
JE403_Suba,JE403_Suba,,-0.95719,34.1033,suba1238,,,JE403_Suba,Suba
JE404_Shasi,JE404_Shasi,,-1.9915,34.3589,ikiz1238,,,JE404_Shasi,Ikizu
JE41_Maragoli,JE41_Maragoli,,0.09487,34.729,logo1258,,,JE41_Maragoli,Logooli
JE42_Gusii,JE42_Gusii,,-0.78872,34.76751,gusi1247,,xd79,JE42_Gusii,Gusii
JE43_Kuria,JE43_Kuria,,-1.50636,34.5049,kuri1259,,,JE43_Kuria,Kuria
JE43_Kuria_Mago,JE43_Kuria_Mago,,-1.50636,34.5049,kuri1259,,,JE43_Kuria_Mago,Kuria
JE43_Kuria_Tari,JE43_Kuria_Tari,,-1.50636,34.5049,kuri1259,,,JE43_Kuria_Tari,Kuria
JE44_Zanaki,JE44_Zanaki,,-2.26367,34.0542,zana1238,,,JE44_Zanaki,Zanaki
JE45_Nata,JE45_Nata,,-1.94989,34.5361,ikom1245,,,JE45_Nata,Ikoma-Nata
K11_Ciokwe,K11_Ciokwe,,-9.66082,21.3992,chok1245,,xd36,K11_Ciokwe,Chokwe
K14_Lwena,K14_Lwena,,-13.5382,22.2924,luva1239,,xd35,K14_Lwena,Luvale
K15_Mbunda,K15_Mbunda,,-14.603,21.9768,mbun1249,,,K15_Mbunda,Mbunda
K21_Lozi,K21_Lozi,,-17.7052,24.7398,lozi1239,,xd26,K21_Lozi,Lozi
K31_Luyana,K31_Luyana,,-15.01,22.67,luya1241,,,K31_Luyana,Luyi
K33_Kwangali,K33_Kwangali,,-17.9026,19.256,kwan1273,,,K33_Kwangali,Kwangali
K332_Rumanyo,K332_Rumanyo,,-18.1681,20.6678,diri1252,,,K332_Rumanyo,Diriku-Shambyu
Kom_Grassfields,Kom_Grassfields,,6.2596,10.3348,komc1235,,xd176,Kom_Grassfields,Kom (Cameroon)
Kulung_Jarawan,Kulung_Jarawan,,9.20815,11.04651,kulu1255,,,Kulung_Jarawan,Kulung (Nigeria)
L11_Pende,L11_Pende,,-5.64735,19.8275,phen1239,,xd44,L11_Pende,Phende
L12b_Holu,L12b_Holu,,-8.14754,17.572,holu1245,,,L12b_Holu,Holu
L13_Kwese,L13_Kwese,,-5.60445,18.5759,kwes1244,,,L13_Kwese,Kwese
L221_Lwalwa,L221_Lwalwa,,-7.16388,22.1097,lwal1238,,,L221_Lwalwa,Lwalu
L23_Songe,L23_Songe,,-5.71993,25.2765,song1303,,xd136,L23_Songe,Songe
L31a_Luba_Kasai,L31a_Luba-Kasai,,-5.72717,22.4422,luba1249,,xd182,L31a_Luba-Kasai,Luba-Lulua
L32_Kanyok,L32_Kanyok,,-7.31878,23.613,kany1247,,,L32_Kanyok,Kanyok
L33_Luba_Shaba,L33_Luba-Shaba,,-8.2816,25.8918,luba1250,,,L33_Luba-Shaba,Luba-Katanga
L34_Hemba,L34_Hemba,,-7.77459,27.5913,hemb1242,,,L34_Hemba,Hemba-Yazi
L35_Sanga,L35_Sanga,,-10.0236,26.8462,sang1331,,xd137,L35_Sanga,Sanga (Democratic Republic of Congo)
L41_Kaonde,L41_Kaonde,,-12.4129,25.7646,kaon1241,,xd58,L41_Kaonde,Kaonde
L51_Salampasu,L51_Salampasu,,-5.44937,23.1502,sala1268,,,L51_Salampasu,Salampasu
L52_Lunda,L52_Lunda,,-11.1793,23.8662,lund1266,,xd72,L52_Lunda,Lunda
L53_Runda,L53_Runda,,-8.86971,21.4164,ruun1238,,,L53_Runda,Ruund
L62_Nkoya,L62_Nkoya,,-14.8513,24.7649,nkoy1244,,,L62_Nkoya,Nkoya
M11_Pimbwe,M11_Pimbwe,,-6.81358,31.4289,pimb1238,,xd89,M11_Pimbwe,Pimbwe
M12_Lungwa,M12_Lungwa,,-7.24959,31.7614,rung1255,,,M12_Lungwa,Rungwa
M13_Fipa,M13_Fipa,,-7.88963,31.3442,fipa1238,,xd86,M13_Fipa,Fipa
M14_Rungu,M14_Rungu,,-8.86817,31.2269,mamb1296,,,M14_Rungu,Mambwe-Lungu
M15_Mambwe,M15_Mambwe,,-8.86817,31.2269,mamb1296,,,M15_Mambwe,Mambwe-Lungu
M21_Ndali,M21_Ndali,,-9.88948,33.6118,ndal1241,,,M21_Ndali,Ndali
M21_Wanda,M21_Wanda,,-8.34522,32.4375,wand1264,,,M21_Wanda,Wanda
M22_Namwanga,M22_Namwanga,,-9.11261,32.3163,nyam1275,,,M22_Namwanga,Nyamwanga
M23_Nyiha,M23_Nyiha,,-9.4472,32.9057,nyih1240,,,M23_Nyiha,Nyiha (Tanzania)
M24_Malila,M24_Malila,,-9.16619,33.339,mali1279,,,M24_Malila,Malila
M25_Safwa,M25_Safwa,,-8.54936,33.4766,safw1238,,xd84,M25_Safwa,Safwa
M28_Lambya,M28_Lambya,,-9.49372,33.15852,lamb1272,,,M28_Lambya,Lambya
M31_Nyakyusa,M31_Nyakyusa,,-9.71018,33.7763,nyak1260,,xd123 xd83,M31_Nyakyusa,Nyakyusa-Ngonde
M41_Taabwa,M41_Taabwa,,-7.91416,29.5238,taab1238,,xd61,M41_Taabwa,Taabwa
M42_Bemba,M42_Bemba,,-10.6122,29.2993,bemb1257,,xd55 xd60,M42_Bemba,Bemba (Zambia)
M52_Lala,M52_Lala,,-12.945,30.2297,lala1264,,xd59,M52_Lala,Lala-Bisa
M54_Lamba,M54_Lamba,,-12.3366,27.9026,lamb1271,,xd71,M54_Lamba,Lamba
M61_Lenje,M61_Lenje,,-14.7192,28.2581,lenj1248,,,M61_Lenje,Lenje
M62_Soli,M62_Soli,,-15.5213,28.7934,soli1239,,,M62_Soli,Soli
M64_Tonga,M64_Tonga,,-17.422325,27.103495,tong1318,,xd37,M64_Tonga,Tonga (Zambia)
Mbula_Jarawan,Mbula_Jarawan,,9.60769,12.2439,mbul1260,,,Mbula_Jarawan,Mbula-Bwazza
Moghamo_Grassfields,Moghamo_Grassfields,,5.88942,9.87416,meta1238,,xd181,Moghamo_Grassfields,Meta'
Mungaka_Grassfields,Mungaka_Grassfields,,5.89752,10.0294,mung1266,,xd170,Mungaka_Grassfields,Mungaka
N11_Manda,N11_Manda,,-10.3991,34.7424,mand1423,,xd65,N11_Manda,Manda-Matumba
N12_Ngoni,N12_Ngoni,,-11.779,35.459,tanz1241,,xd75,N12_Ngoni,Tanzanian Ngoni
N13_Matengo,N13_Matengo,,-11.554,35.0056,mate1258,,,N13_Matengo,Matengo
N14_Mpoto,N14_Mpoto,,-11.13767,34.71269,mpot1240,,,N14_Mpoto,Mpoto
N21_Tumbuka_Malawi,N21_Tumbuka_Malawi,,-11.3297,33.3738,tumb1250,,xd62,N21_Tumbuka_Malawi,Tumbuka
N31_Chewa,N31_Chewa,,-14.8047,32.8108,nyan1308,,xd34 xd64,N31_Chewa,Nyanja
N42_Kunda,N42_Kunda,,-15.7337,30.2804,kund1255,,xd63,N42_Kunda,Chikunda
Njen_Grassfields,Njen_Grassfields,,5.75169,9.90439,njen1238,,,Njen_Grassfields,Njen
Oku_Grassfields,Oku_Grassfields,,6.23712,10.5096,okuu1243,,,Oku_Grassfields,Oku
P11_Ndengeleko,P11_Ndengeleko,,-7.54628,38.958,nden1248,,,P11_Ndengeleko,Ndengereko
P12_Rufiji,P12_Rufiji,,-7.54628,38.958,nden1248,,,P12_Rufiji,Ndengereko
P13_Matumbi,P13_Matumbi,,-8.53734,39.0409,matu1259,,,P13_Matumbi,Matumbi
P14_Ngindo,P14_Ngindo,,-9.78145,37.9832,ngin1244,,,P14_Ngindo,Ngindo
P15_Mbunga,P15_Mbunga,,-8.19661,36.5362,mbun1248,,,P15_Mbunga,Mbunga
P21_Yao,P21_Yao,,-13.6119,35.2387,yaoo1241,,xd73,P21_Yao,Yao
P22_Mwera,P22_Mwera,,-9.75639,38.8762,mwer1248,,,P22_Mwera,Mwera (Chimwera)
P23_Simakonde,P23_Simakonde,,-10.9906,39.5133,mako1251,,xd68,P23_Simakonde,Makonde
P25_Mabia,P25_Mabia,,-10.9906,39.5133,mako1251,,,P25_Mabia,Makonde
P31_Emakhua,P31_Emakhua,,-14.8509,38.8052,makh1264,,xd69,P31_Emakhua,Makhuwa
P31G_Ikorovere,P31G_Ikorovere,,-11.9553,38.6874,makh1261,,,P31G_Ikorovere,Makhuwa-Meetto
R11_Umbundu,R11_Umbundu,,-12.4763,14.4148,umbu1257,,xd28,R11_Umbundu,Umbundu
R21_Kwanyama,R21_Kwanyama,,-17.7176,16.58,kuan1247,,,R21_Kwanyama,Kuanyama
R22_Ndonga,R22_Ndonga,,-17.22,17.35,ndon1254,,,R22_Ndonga,Ndonga
R31_Herero,R31_Herero,,-21.0231,20.5655,here1253,,xd10,R31_Herero,Herero
S11_Shona,S11_Shona,,-17.20849,29.75725,shon1251,,xd19,S11_Shona,Shona
S16_Kalanga,S16_Kalanga,,-21.2887,27.401,kala1384,,,S16_Kalanga,Kalanga
S21_Venda,S21_Venda,,-22.188,29.9523,vend1245,,xd29,S21_Venda,Venda
S31_Tswana,S31_Tswana,,-24.368,24.7587,tswa1253,,xd14,S31_Tswana,Tswana
S311_Shekgalagari,S311_Shekgalagari,,-24.9208,22.72016,kgal1244,,,S311_Shekgalagari,Kgalagadi
S41_Xhosa,S41_Xhosa,,-31.0389,28.0769,xhos1239,,xd12 xd24 xd11,S41_Xhosa,Xhosa
S42_Zulu,S42_Zulu,,-28.9,30.2,zulu1248,,xd13,S42_Zulu,Zulu
S44_Ndebele,S44_Ndebele,,-28.9,30.2,zulu1248,,xd32,S44_Ndebele,Zulu
S51_Tshwa,S51_Tshwa,,-22.9891,32.4287,tswa1255,,,S51_Tshwa,Tswa
S53_Tsonga,S53_Tsonga,,-23.5754,31.8105,tson1249,,xd27,S53_Tsonga,Tsonga
Tiv_Tivoid,Tiv_Tivoid,,6.88039,9.26287,tivv1240,,xd320,Tiv_Tivoid,Tiv
Zaambo_Jarawan,Zaambo_Jarawan,,9.60769,12.2439,mbul1260,,,Zaambo_Jarawan,Mbula-Bwazza
