label,name,glottocode,rate,rate_median
Dharawal,Dharawal,thur1254,2.1734753817689585e-06,1.9992881632456133e-06
Thurrawal,Thurrawal,thur1254,1.980620457128417e-06,1.8873375489407205e-06
Dhurga,Dhurga,dhur1239,2.6597312510531815e-06,2.590013211731508e-06
Gundungurra,Gundungurra,nort2760,2.5631298122186093e-06,2.465745335237378e-06
Ngunawal,Ngunawal,nort2760,2.065570817370002e-06,1.977404818642225e-06
Jaitmatang,Jaitmatang,sout2771,4.594287253826599e-06,4.4489518420347145e-06
Ngarigu,Ngarigu,sout2771,2.5505619176931097e-06,2.4730700013379416e-06
Moneroo,Moneroo,sout2771,2.1327740756599355e-06,2.068065574790419e-06
Gamilaraay,Gamilaraay,gami1243,1.2225315827411252e-06,1.175310660507103e-06
Kamilaroi,Kamilaroi,gami1243,3.300350795333894e-06,3.0161120997732612e-06
Yuwaalaraay,Yuwaalaraay,gami1243,2.0202642271812925e-06,1.976763773603293e-06
Ngiyambaa,Ngiyambaa,wang1291,2.1005251910784357e-06,2.015323206388544e-06
Wiradjuri,Wiradjuri,wira1262,2.5858127128534e-06,2.4903445004531425e-06
Wailwan,Wailwan,wayi1238,1.8678764665798223e-06,1.8043976259699774e-06
Muruwari,Muruwari,muru1266,1.7285655606487206e-06,1.6997672561949904e-06
Bandjalang,Bandjalang,band1358,1.7588366426048441e-06,1.691615478849408e-06
Githabul,Githabul,gida1240,6.521150816168959e-06,6.366640188045741e-06
Minjungbal,Minjungbal,minj1242,1.840204648855785e-06,1.7283627737871975e-06
TweedRiverandPointDangar,TweedRiverandPointDangar,yuga1244,1.5680991389967394e-06,1.465367648074496e-06
NerangCreek,NerangCreek,yugu1249,1.2470556103697938e-06,1.2164942920386668e-06
NggoiMwoi,NggoiMwoi,band1339,2.1499136798947274e-06,2.100284416860467e-06
Yugambeh,Yugambeh,yugu1249,1.3777404784507243e-06,1.3512305387497011e-06
Coobenpil,Coobenpil,yaga1256,2.196080194376822e-06,2.1041417721779034e-06
Yugarabul,Yugarabul,yaga1256,2.2869966301660415e-06,2.201224247413799e-06
Durubul,Durubul,yaga1256,1.6601063254848353e-06,1.5879526974606272e-06
Janday,Janday,jand1248,2.66096062594404e-06,2.498735737753988e-06
Yagara,Yagara,yaga1256,2.191284713882098e-06,2.080023190588433e-06
Guwar,Guwar,guwa1244,2.0431958132538136e-06,1.9935173245977687e-06
Batyala,Batyala,baty1234,1.7199338644136518e-06,1.6667534067992216e-06
Dalla,Dalla,waka1274,2.137041971762832e-06,2.037506981002465e-06
MaryRiverandBunyaBunyaCountry,MaryRiverandBunyaBunyaCountry,kabi1260,3.4424311542795404e-06,3.246335676064638e-06
Bayali,Bayali,baya1257,4.5289886239047795e-06,4.3414929294956895e-06
GoorengGooreng,GoorengGooreng,gure1255,2.7215736341123265e-06,2.6729025706741655e-06
DawsonRiver,DawsonRiver,waka1274,3.909888454776591e-06,3.7375170360821857e-06
WakaWaka,WakaWaka,waka1274,2.1512323235380166e-06,2.0728618950055655e-06
Duungidjawu,Duungidjawu,duun1241,2.135056010143174e-06,2.037256902323324e-06
UpperBrisbaneRiver,UpperBrisbaneRiver,waka1274,2.6640171632251866e-06,2.5109178518438172e-06
Bigambal,Bigambal,biga1237,3.1906814824069635e-06,3.033345281883039e-06
GlenInnes,GlenInnes,yuga1244,1.7122185378361123e-06,1.6192119343848888e-06
Tenterfield,Tenterfield,yuga1244,2.213247050089551e-06,2.0950679169359123e-06
Gumbaynggir,Gumbaynggir,kumb1268,1.918089174638794e-06,1.807770286842968e-06
Yaygirr,Yaygirr,yayg1236,2.526763971000464e-06,2.393816132829549e-06
Balkurra,Balkurra,yara1254,2.2793512284220353e-06,2.146228212608138e-06
Ngarrindjeri,Ngarrindjeri,narr1259,3.4673720797420814e-06,3.2747575116718234e-06
PytuReach,PytuReach,narr1259,1.5520031577791797e-06,1.4803691426326071e-06
Keramin,Keramin,nort2756,2.4678112286371915e-06,2.3500527773942666e-06
YithaYitha,YithaYitha,yith1234,3.040172614523088e-06,2.8825568197593213e-06
NedsCornerStation,NedsCornerStation,uppe1415,4.4470530381909384e-06,4.257133899220511e-06
Ngaiawang,Ngaiawang,nort2756,2.9375083744048753e-06,2.71130592916184e-06
Wellington,Wellington,lowe1402,1.3619897438479422e-06,1.2664345723684893e-06
Bindjali,Bindjali,warr1257,1.9600657143446653e-06,1.8390024334621792e-06
HOPKINSRIVER,HOPKINSRIVER,warr1257,1.7367728396705031e-06,1.6223877471177855e-06
Keerraywoorroong,Keerraywoorroong,warr1257,2.725037099381398e-06,2.594514539196866e-06
Warrnambool,Warrnambool,warr1257,2.6303098727304468e-06,2.4783234677109446e-06
Bunganditj,Bunganditj,bung1264,2.880460389312318e-06,2.795589150546127e-06
Colac,Colac,cola1237,4.844420657260667e-06,4.5786270724045095e-06
Wathawurrung,Wathawurrung,wath1238,2.2580048235358106e-06,2.214992925731649e-06
Woiwurrung,Woiwurrung,woiw1237,2.328365836524174e-06,2.269480341899366e-06
Gunditjmara,Gunditjmara,west2443,2.653480789140809e-06,2.4839208859046806e-06
Tjapwurrung,Tjapwurrung,west2443,1.5172536495113e-06,1.446987308697563e-06
WembaWemba,WembaWemba,west2443,1.8886910882567125e-06,1.824616183338841e-06
LakeHindmarsh,LakeHindmarsh,wotj1234,1.4344352686949709e-06,1.3602635799160929e-06
MathiMathi,MathiMathi,west2443,3.5226139282832017e-06,3.3279135178938257e-06
THETATIARRACOUNTRY,THETATIARRACOUNTRY,west2443,1.6227674051568582e-06,1.547275116609515e-06
Piangil,Piangil,west2443,4.924834881707737e-06,4.744075444639467e-06
Wathiwathi,Wathiwathi,west2443,2.4712818926788697e-06,2.362586439216897e-06
Dhudhuroa,Dhudhuroa,dhud1236,3.602437697366447e-06,3.3728086402192267e-06
Pallanganmiddang,Pallanganmiddang,pall1243,1.8598265553660237e-06,1.731060908453507e-06
YabulaYabula,YabulaYabula,yort1237,3.358113236230714e-06,3.1856027484228904e-06
YortaYorta,YortaYorta,yort1237,1.984683868777697e-06,1.8881440729088235e-06
Bularnu,Bularnu,bula1255,1.807367759769839e-06,1.701518628265824e-06
Warluwarra,Warluwarra,warl1256,2.449571308290355e-06,2.320581896071072e-06
Wakaya,Wakaya,waga1260,3.2740995778577337e-06,3.100516555972946e-06
Yindjilandji,Yindjilandji,yind1248,2.476803871901906e-06,2.34270549866027e-06
Yanyuwa,Yanyuwa,yany1243,3.3529261666215574e-06,3.2625827595506237e-06
